,date,name,point
1238,2017-12-26,저스티스 리그,7.87
1239,2017-12-26,꾼,7.78
1240,2017-12-26,메리와 마녀의 꽃,7.36
1241,2017-12-26,어쌔신: 더 비기닝,7.24
1242,2017-12-26,스타워즈: 라스트 제다이,7.02
1243,2017-12-27,위대한 쇼맨,9.51
1244,2017-12-27,다시 태어나도 우리,9.33
1245,2017-12-27,"나, 다니엘 블레이크",9.22
1246,2017-12-27,킹 오브 프리즘 프라이드 더 히어로,9.19
1247,2017-12-27,러빙 빈센트,9.19
1248,2017-12-27,빠삐용,9.17
1249,2017-12-27,내 사랑,9.17
1250,2017-12-27,사랑과 영혼,9.17
1251,2017-12-27,뽀로로 극장판 공룡섬 대모험,9.16
1252,2017-12-27,공범자들,9.16
1253,2017-12-27,1987,9.15
1254,2017-12-27,히트,9.11
1255,2017-12-27,러브레터,9.09
1256,2017-12-27,물랑 루즈,9.09
1257,2017-12-27,이프 온리,9.08
1258,2017-12-27,극장판 포켓몬스터 너로 정했다!,8.99
1259,2017-12-27,러브 액츄얼리,8.99
1260,2017-12-27,"안녕, 나의 소울메이트",8.93
1261,2017-12-27,벤자민 버튼의 시간은 거꾸로 간다,8.87
1262,2017-12-27,토르: 라그나로크,8.87
1263,2017-12-27,채비,8.85
1264,2017-12-27,그렇게 아버지가 된다,8.82
1265,2017-12-27,아무도 모른다,8.82
1266,2017-12-27,"가장 따뜻한 색, 블루",8.82
1267,2017-12-27,바닷마을 다이어리,8.74
1268,2017-12-27,마미,8.68
1269,2017-12-27,월터의 상상은 현실이 된다,8.66
1270,2017-12-27,걸어도 걸어도,8.64
1271,2017-12-27,몬스터 패밀리,8.61
1272,2017-12-27,라라랜드,8.6
1273,2017-12-27,태풍이 지나가고,8.6
1274,2017-12-27,문영,8.52
1275,2017-12-27,캐롤,8.52
1276,2017-12-27,그녀,8.5
1277,2017-12-27,강철비,8.48
1278,2017-12-27,옥자,8.46
1279,2017-12-27,기억의 밤,8.33
1280,2017-12-27,신과함께-죄와 벌,8.16
1281,2017-12-27,오리엔트 특급 살인,8.13
1282,2017-12-27,시인의 사랑,8.1
1283,2017-12-27,문라이트,8.1
1284,2017-12-27,세 번째 살인,8.06
1285,2017-12-27,블레이드 러너 2049,8.02
1286,2017-12-27,환상의 빛,8.02
1287,2017-12-27,너의 췌장을 먹고 싶어,7.96
1288,2017-12-27,저스티스 리그,7.87
1289,2017-12-27,꾼,7.77
1290,2017-12-27,메리와 마녀의 꽃,7.36
1291,2017-12-27,어쌔신: 더 비기닝,7.23
1292,2017-12-27,스타워즈: 라스트 제다이,7.01
1293,2017-12-28,위대한 쇼맨,9.49
1294,2017-12-28,다시 태어나도 우리,9.33
1295,2017-12-28,"나, 다니엘 블레이크",9.22
1296,2017-12-28,킹 오브 프리즘 프라이드 더 히어로,9.2
1297,2017-12-28,1987,9.2
1298,2017-12-28,러빙 빈센트,9.19
1299,2017-12-28,빠삐용,9.17
1300,2017-12-28,뽀로로 극장판 공룡섬 대모험,9.17
1301,2017-12-28,사랑과 영혼,9.17
1302,2017-12-28,내 사랑,9.17
1303,2017-12-28,공범자들,9.16
1304,2017-12-28,히트,9.11
1305,2017-12-28,이터널 선샤인,9.1
1306,2017-12-28,러브레터,9.09
1307,2017-12-28,물랑 루즈,9.09
1308,2017-12-28,이프 온리,9.08
1309,2017-12-28,극장판 포켓몬스터 너로 정했다!,9.01
1310,2017-12-28,러브 액츄얼리,8.99
1311,2017-12-28,"안녕, 나의 소울메이트",8.93
1312,2017-12-28,벤자민 버튼의 시간은 거꾸로 간다,8.87
1313,2017-12-28,채비,8.85
1314,2017-12-28,그렇게 아버지가 된다,8.82
1315,2017-12-28,아무도 모른다,8.82
1316,2017-12-28,"가장 따뜻한 색, 블루",8.82
1317,2017-12-28,바닷마을 다이어리,8.74
1318,2017-12-28,마미,8.68
1319,2017-12-28,월터의 상상은 현실이 된다,8.65
1320,2017-12-28,걸어도 걸어도,8.64
1321,2017-12-28,몬스터 패밀리,8.64
1322,2017-12-28,라라랜드,8.6
1323,2017-12-28,태풍이 지나가고,8.6
1324,2017-12-28,문영,8.52
1325,2017-12-28,캐롤,8.52
1326,2017-12-28,그녀,8.5
1327,2017-12-28,강철비,8.48
1328,2017-12-28,옥자,8.45
1329,2017-12-28,신과함께-죄와 벌,8.15
1330,2017-12-28,오리엔트 특급 살인,8.13
1331,2017-12-28,시인의 사랑,8.1
1332,2017-12-28,문라이트,8.1
1333,2017-12-28,환상의 빛,8.02
1334,2017-12-28,세 번째 살인,8.01
1335,2017-12-28,블레이드 러너 2049,8.01
1336,2017-12-28,너의 췌장을 먹고 싶어,7.96
1337,2017-12-28,꾼,7.76
1338,2017-12-28,메리와 마녀의 꽃,7.36
1339,2017-12-28,어쌔신: 더 비기닝,7.23
1340,2017-12-28,스타워즈: 라스트 제다이,6.99
1341,2017-12-29,위대한 쇼맨,9.48
1342,2017-12-29,다시 태어나도 우리,9.33
1343,2017-12-29,"나, 다니엘 블레이크",9.22
1344,2017-12-29,킹 오브 프리즘 프라이드 더 히어로,9.2
1345,2017-12-29,1987,9.19
1346,2017-12-29,러빙 빈센트,9.19
1347,2017-12-29,빠삐용,9.17
1348,2017-12-29,뽀로로 극장판 공룡섬 대모험,9.17
1349,2017-12-29,사랑과 영혼,9.17
1350,2017-12-29,내 사랑,9.17
1351,2017-12-29,공범자들,9.16
1352,2017-12-29,히트,9.11
1353,2017-12-29,이터널 선샤인,9.1
1354,2017-12-29,러브레터,9.09
1355,2017-12-29,물랑 루즈,9.09
1356,2017-12-29,이프 온리,9.08
1357,2017-12-29,극장판 포켓몬스터 너로 정했다!,9.01
1358,2017-12-29,러브 액츄얼리,8.99
1359,2017-12-29,"안녕, 나의 소울메이트",8.92
1360,2017-12-29,벤자민 버튼의 시간은 거꾸로 간다,8.87
1361,2017-12-29,채비,8.85
1362,2017-12-29,그렇게 아버지가 된다,8.82
1363,2017-12-29,아무도 모른다,8.82
1364,2017-12-29,"가장 따뜻한 색, 블루",8.82
1365,2017-12-29,바닷마을 다이어리,8.74
1366,2017-12-29,마미,8.68
1367,2017-12-29,몬스터 패밀리,8.66
1368,2017-12-29,월터의 상상은 현실이 된다,8.65
1369,2017-12-29,걸어도 걸어도,8.64
1370,2017-12-29,라라랜드,8.6
1371,2017-12-29,태풍이 지나가고,8.6
1372,2017-12-29,문영,8.52
1373,2017-12-29,캐롤,8.52
1374,2017-12-29,그녀,8.5
1375,2017-12-29,강철비,8.48
1376,2017-12-29,옥자,8.45
1377,2017-12-29,신과함께-죄와 벌,8.14
1378,2017-12-29,오리엔트 특급 살인,8.13
1379,2017-12-29,시인의 사랑,8.1
1380,2017-12-29,문라이트,8.1
1381,2017-12-29,세 번째 살인,8.02
1382,2017-12-29,환상의 빛,8.02
1383,2017-12-29,블레이드 러너 2049,8.0
1384,2017-12-29,너의 췌장을 먹고 싶어,7.96
1385,2017-12-29,꾼,7.76
1386,2017-12-29,메리와 마녀의 꽃,7.35
1387,2017-12-29,어쌔신: 더 비기닝,7.22
1388,2017-12-29,스타워즈: 라스트 제다이,6.98
1389,2017-12-30,원더,9.49
1390,2017-12-30,위대한 쇼맨,9.45
1391,2017-12-30,다시 태어나도 우리,9.33
1392,2017-12-30,"나, 다니엘 블레이크",9.22
1393,2017-12-30,1987,9.21
1394,2017-12-30,킹 오브 프리즘 프라이드 더 히어로,9.2
1395,2017-12-30,러빙 빈센트,9.18
1396,2017-12-30,뽀로로 극장판 공룡섬 대모험,9.18
1397,2017-12-30,사랑과 영혼,9.17
1398,2017-12-30,빠삐용,9.17
1399,2017-12-30,내 사랑,9.17
1400,2017-12-30,공범자들,9.16
1401,2017-12-30,이터널 선샤인,9.1
1402,2017-12-30,러브레터,9.09
1403,2017-12-30,물랑 루즈,9.09
1404,2017-12-30,이프 온리,9.08
1405,2017-12-30,극장판 포켓몬스터 너로 정했다!,9.0
1406,2017-12-30,러브 액츄얼리,8.99
1407,2017-12-30,"안녕, 나의 소울메이트",8.93
1408,2017-12-30,벤자민 버튼의 시간은 거꾸로 간다,8.87
1409,2017-12-30,채비,8.84
1410,2017-12-30,아무도 모른다,8.82
1411,2017-12-30,그렇게 아버지가 된다,8.82
1412,2017-12-30,"가장 따뜻한 색, 블루",8.82
1413,2017-12-30,바닷마을 다이어리,8.74
1414,2017-12-30,마미,8.68
1415,2017-12-30,월터의 상상은 현실이 된다,8.65
1416,2017-12-30,몬스터 패밀리,8.65
1417,2017-12-30,걸어도 걸어도,8.64
1418,2017-12-30,라라랜드,8.6
1419,2017-12-30,태풍이 지나가고,8.6
1420,2017-12-30,문영,8.52
1421,2017-12-30,캐롤,8.52
1422,2017-12-30,그녀,8.5
1423,2017-12-30,강철비,8.48
1424,2017-12-30,옥자,8.45
1425,2017-12-30,오리엔트 특급 살인,8.13
1426,2017-12-30,신과함께-죄와 벌,8.12
1427,2017-12-30,시인의 사랑,8.1
1428,2017-12-30,문라이트,8.09
1429,2017-12-30,세 번째 살인,8.03
1430,2017-12-30,환상의 빛,8.02
1431,2017-12-30,블레이드 러너 2049,8.0
1432,2017-12-30,너의 췌장을 먹고 싶어,7.96
1433,2017-12-30,꾼,7.76
1434,2017-12-30,메리와 마녀의 꽃,7.35
1435,2017-12-30,어쌔신: 더 비기닝,7.22
1436,2017-12-30,스타워즈: 라스트 제다이,6.98
1437,2017-12-31,위대한 쇼맨,9.44
1438,2017-12-31,원더,9.42
1439,2017-12-31,다시 태어나도 우리,9.33
1440,2017-12-31,1987,9.23
1441,2017-12-31,"나, 다니엘 블레이크",9.22
1442,2017-12-31,러빙 빈센트,9.18
1443,2017-12-31,뽀로로 극장판 공룡섬 대모험,9.17
1444,2017-12-31,빠삐용,9.17
1445,2017-12-31,사랑과 영혼,9.17
1446,2017-12-31,내 사랑,9.17
1447,2017-12-31,공범자들,9.16
1448,2017-12-31,히트,9.11
1449,2017-12-31,이터널 선샤인,9.1
1450,2017-12-31,러브레터,9.09
1451,2017-12-31,물랑 루즈,9.09
1452,2017-12-31,이프 온리,9.08
1453,2017-12-31,극장판 포켓몬스터 너로 정했다!,8.99
1454,2017-12-31,러브 액츄얼리,8.99
1455,2017-12-31,"안녕, 나의 소울메이트",8.94
1456,2017-12-31,벤자민 버튼의 시간은 거꾸로 간다,8.87
1457,2017-12-31,아무도 모른다,8.82
1458,2017-12-31,그렇게 아버지가 된다,8.82
1459,2017-12-31,"가장 따뜻한 색, 블루",8.82
1460,2017-12-31,바닷마을 다이어리,8.74
1461,2017-12-31,마미,8.68
1462,2017-12-31,몬스터 패밀리,8.66
1463,2017-12-31,월터의 상상은 현실이 된다,8.65
1464,2017-12-31,걸어도 걸어도,8.64
1465,2017-12-31,라라랜드,8.6
1466,2017-12-31,태풍이 지나가고,8.6
1467,2017-12-31,문영,8.53
1468,2017-12-31,캐롤,8.53
1469,2017-12-31,그녀,8.5
1470,2017-12-31,강철비,8.48
1471,2017-12-31,패터슨,8.28
1472,2017-12-31,오리엔트 특급 살인,8.12
1473,2017-12-31,시인의 사랑,8.1
1474,2017-12-31,문라이트,8.09
1475,2017-12-31,신과함께-죄와 벌,8.09
1476,2017-12-31,세 번째 살인,8.03
1477,2017-12-31,환상의 빛,8.02
1478,2017-12-31,블레이드 러너 2049,8.0
1479,2017-12-31,너의 췌장을 먹고 싶어,7.96
1480,2017-12-31,꾼,7.75
1481,2017-12-31,메리와 마녀의 꽃,7.35
1482,2017-12-31,어쌔신: 더 비기닝,7.21
1483,2017-12-31,스타워즈: 라스트 제다이,6.98
1484,2018-01-01,원더,9.45
1485,2018-01-01,위대한 쇼맨,9.44
1486,2018-01-01,다시 태어나도 우리,9.33
1487,2018-01-01,1987,9.25
1488,2018-01-01,러빙 빈센트,9.19
1489,2018-01-01,사랑과 영혼,9.17
1490,2018-01-01,빠삐용,9.17
1491,2018-01-01,내 사랑,9.17
1492,2018-01-01,뽀로로 극장판 공룡섬 대모험,9.16
1493,2018-01-01,히트,9.11
1494,2018-01-01,이터널 선샤인,9.1
1495,2018-01-01,러브레터,9.09
1496,2018-01-01,물랑 루즈,9.09
1497,2018-01-01,이프 온리,9.08
1498,2018-01-01,러브 액츄얼리,8.99
1499,2018-01-01,극장판 포켓몬스터 너로 정했다!,8.98
1500,2018-01-01,"안녕, 나의 소울메이트",8.94
1501,2018-01-01,벤자민 버튼의 시간은 거꾸로 간다,8.87
1502,2018-01-01,그렇게 아버지가 된다,8.82
1503,2018-01-01,아무도 모른다,8.82
1504,2018-01-01,"가장 따뜻한 색, 블루",8.82
1505,2018-01-01,바닷마을 다이어리,8.74
1506,2018-01-01,마미,8.68
1507,2018-01-01,월터의 상상은 현실이 된다,8.65
1508,2018-01-01,몬스터 패밀리,8.65
1509,2018-01-01,걸어도 걸어도,8.64
1510,2018-01-01,라라랜드,8.6
1511,2018-01-01,태풍이 지나가고,8.6
1512,2018-01-01,캐롤,8.53
1513,2018-01-01,그녀,8.5
1514,2018-01-01,강철비,8.48
1515,2018-01-01,패터슨,8.28
1516,2018-01-01,오리엔트 특급 살인,8.12
1517,2018-01-01,신과함께-죄와 벌,8.06
1518,2018-01-01,세 번째 살인,8.05
1519,2018-01-01,너의 췌장을 먹고 싶어,7.96
1520,2018-01-01,꾼,7.75
1521,2018-01-01,메리와 마녀의 꽃,7.35
1522,2018-01-01,어쌔신: 더 비기닝,7.21
1523,2018-01-01,스타워즈: 라스트 제다이,6.97
1524,2018-01-02,위대한 쇼맨,9.43
1525,2018-01-02,원더,9.41
1526,2018-01-02,다시 태어나도 우리,9.32
1527,2018-01-02,1987,9.26
1528,2018-01-02,러빙 빈센트,9.19
1529,2018-01-02,사랑과 영혼,9.17
1530,2018-01-02,뽀로로 극장판 공룡섬 대모험,9.17
1531,2018-01-02,내 사랑,9.17
1532,2018-01-02,히트,9.11
1533,2018-01-02,이터널 선샤인,9.1
1534,2018-01-02,러브레터,9.09
1535,2018-01-02,이프 온리,9.08
1536,2018-01-02,러브 액츄얼리,8.99
1537,2018-01-02,"안녕, 나의 소울메이트",8.93
1538,2018-01-02,극장판 포켓몬스터 너로 정했다!,8.92
1539,2018-01-02,벤자민 버튼의 시간은 거꾸로 간다,8.87
1540,2018-01-02,아무도 모른다,8.82
1541,2018-01-02,그렇게 아버지가 된다,8.82
1542,2018-01-02,"가장 따뜻한 색, 블루",8.82
1543,2018-01-02,바닷마을 다이어리,8.74
1544,2018-01-02,마미,8.68
1545,2018-01-02,월터의 상상은 현실이 된다,8.65
1546,2018-01-02,몬스터 패밀리,8.64
1547,2018-01-02,걸어도 걸어도,8.64
1548,2018-01-02,라라랜드,8.6
1549,2018-01-02,태풍이 지나가고,8.6
1550,2018-01-02,캐롤,8.53
1551,2018-01-02,그녀,8.5
1552,2018-01-02,강철비,8.49
1553,2018-01-02,패터슨,8.32
1554,2018-01-02,오리엔트 특급 살인,8.12
1555,2018-01-02,세 번째 살인,8.05
1556,2018-01-02,신과함께-죄와 벌,8.03
1557,2018-01-02,너의 췌장을 먹고 싶어,7.96
1558,2018-01-02,꾼,7.75
1559,2018-01-02,메리와 마녀의 꽃,7.35
1560,2018-01-02,어쌔신: 더 비기닝,7.2
1561,2018-01-02,스타워즈: 라스트 제다이,6.96
1562,2018-01-03,원더,9.44
1563,2018-01-03,위대한 쇼맨,9.43
1564,2018-01-03,다시 태어나도 우리,9.33
1565,2018-01-03,1987,9.25
1566,2018-01-03,러빙 빈센트,9.19
1567,2018-01-03,내 사랑,9.17
1568,2018-01-03,뽀로로 극장판 공룡섬 대모험,9.17
1569,2018-01-03,히트,9.11
1570,2018-01-03,이터널 선샤인,9.1
1571,2018-01-03,러브레터,9.09
1572,2018-01-03,"안녕, 나의 소울메이트",8.92
1573,2018-01-03,극장판 포켓몬스터 너로 정했다!,8.92
1574,2018-01-03,벤자민 버튼의 시간은 거꾸로 간다,8.87
1575,2018-01-03,그렇게 아버지가 된다,8.82
1576,2018-01-03,"가장 따뜻한 색, 블루",8.82
1577,2018-01-03,마미,8.68
1578,2018-01-03,월터의 상상은 현실이 된다,8.65
1579,2018-01-03,몬스터 패밀리,8.65
1580,2018-01-03,라라랜드,8.6
1581,2018-01-03,그녀,8.5
1582,2018-01-03,강철비,8.49
1583,2018-01-03,패터슨,8.3
1584,2018-01-03,오리엔트 특급 살인,8.12
1585,2018-01-03,세 번째 살인,8.04
1586,2018-01-03,신과함께-죄와 벌,8.02
1587,2018-01-03,너의 췌장을 먹고 싶어,7.96
1588,2018-01-03,쥬만지: 새로운 세계,7.92
1589,2018-01-03,꾼,7.75
1590,2018-01-03,메리와 마녀의 꽃,7.35
1591,2018-01-03,스타워즈: 라스트 제다이,6.96
1592,2018-01-04,원더,9.43
1593,2018-01-04,위대한 쇼맨,9.43
1594,2018-01-04,다시 태어나도 우리,9.33
1595,2018-01-04,1987,9.25
1596,2018-01-04,러빙 빈센트,9.18
1597,2018-01-04,내 사랑,9.17
1598,2018-01-04,뽀로로 극장판 공룡섬 대모험,9.17
1599,2018-01-04,히트,9.11
1600,2018-01-04,이터널 선샤인,9.1
1601,2018-01-04,러브레터,9.09
1602,2018-01-04,극장판 포켓몬스터 너로 정했다!,8.92
1603,2018-01-04,"안녕, 나의 소울메이트",8.91
1604,2018-01-04,그렇게 아버지가 된다,8.82
1605,2018-01-04,"가장 따뜻한 색, 블루",8.82
1606,2018-01-04,너의 이름은.,8.75
1607,2018-01-04,마미,8.68
1608,2018-01-04,월터의 상상은 현실이 된다,8.66
1609,2018-01-04,몬스터 패밀리,8.63
1610,2018-01-04,라라랜드,8.6
1611,2018-01-04,그녀,8.5
1612,2018-01-04,강철비,8.49
1613,2018-01-04,패터슨,8.29
1614,2018-01-04,오리엔트 특급 살인,8.12
1615,2018-01-04,메소드,8.1
1616,2018-01-04,쥬만지: 새로운 세계,8.05
1617,2018-01-04,세 번째 살인,8.05
1618,2018-01-04,신과함께-죄와 벌,8.01
1619,2018-01-04,너의 췌장을 먹고 싶어,7.96
1620,2018-01-04,꾼,7.74
1621,2018-01-04,메리와 마녀의 꽃,7.35
1622,2018-01-04,스타워즈: 라스트 제다이,6.96
1623,2018-01-05,원더,9.44
1624,2018-01-05,위대한 쇼맨,9.42
1625,2018-01-05,다시 태어나도 우리,9.33
1626,2018-01-05,1987,9.26
1627,2018-01-05,러빙 빈센트,9.18
1628,2018-01-05,내 사랑,9.17
1629,2018-01-05,뽀로로 극장판 공룡섬 대모험,9.16
1630,2018-01-05,히트,9.11
1631,2018-01-05,이터널 선샤인,9.1
1632,2018-01-05,러브레터,9.09
1633,2018-01-05,극장판 포켓몬스터 너로 정했다!,8.9
1634,2018-01-05,"안녕, 나의 소울메이트",8.89
1635,2018-01-05,벤자민 버튼의 시간은 거꾸로 간다,8.87
1636,2018-01-05,그렇게 아버지가 된다,8.82
1637,2018-01-05,"가장 따뜻한 색, 블루",8.82
1638,2018-01-05,너의 이름은.,8.75
1639,2018-01-05,캡틴 판타스틱,8.73
1640,2018-01-05,마미,8.68
1641,2018-01-05,월터의 상상은 현실이 된다,8.65
1642,2018-01-05,몬스터 패밀리,8.64
1643,2018-01-05,라라랜드,8.6
1644,2018-01-05,그녀,8.5
1645,2018-01-05,강철비,8.49
1646,2018-01-05,패터슨,8.29
1647,2018-01-05,오리엔트 특급 살인,8.12
1648,2018-01-05,쥬만지: 새로운 세계,8.1
1649,2018-01-05,메소드,8.1
1650,2018-01-05,세 번째 살인,8.05
1651,2018-01-05,신과함께-죄와 벌,8.0
1652,2018-01-05,너의 췌장을 먹고 싶어,7.96
1653,2018-01-05,꾼,7.74
1654,2018-01-05,메리와 마녀의 꽃,7.34
1655,2018-01-05,스타워즈: 라스트 제다이,6.96
1656,2018-01-06,위대한 쇼맨,9.42
1657,2018-01-06,원더,9.42
1658,2018-01-06,다시 태어나도 우리,9.33
1659,2018-01-06,1987,9.27
1660,2018-01-06,러빙 빈센트,9.18
1661,2018-01-06,내 사랑,9.17
1662,2018-01-06,뽀로로 극장판 공룡섬 대모험,9.16
1663,2018-01-06,히트,9.11
1664,2018-01-06,이터널 선샤인,9.1
1665,2018-01-06,러브레터,9.09
1666,2018-01-06,"안녕, 나의 소울메이트",8.89
1667,2018-01-06,벤자민 버튼의 시간은 거꾸로 간다,8.87
1668,2018-01-06,극장판 포켓몬스터 너로 정했다!,8.86
1669,2018-01-06,그렇게 아버지가 된다,8.82
1670,2018-01-06,"가장 따뜻한 색, 블루",8.81
1671,2018-01-06,너의 이름은.,8.75
1672,2018-01-06,캡틴 판타스틱,8.73
1673,2018-01-06,마미,8.68
1674,2018-01-06,월터의 상상은 현실이 된다,8.66
1675,2018-01-06,몬스터 패밀리,8.64
1676,2018-01-06,라라랜드,8.6
1677,2018-01-06,그녀,8.5
1678,2018-01-06,강철비,8.5
1679,2018-01-06,패터슨,8.29
1680,2018-01-06,오리엔트 특급 살인,8.12
1681,2018-01-06,메소드,8.11
1682,2018-01-06,쥬만지: 새로운 세계,8.06
1683,2018-01-06,세 번째 살인,8.03
1684,2018-01-06,신과함께-죄와 벌,8.0
1685,2018-01-06,너의 췌장을 먹고 싶어,7.96
1686,2018-01-06,꾼,7.73
1687,2018-01-06,메리와 마녀의 꽃,7.35
1688,2018-01-06,스타워즈: 라스트 제다이,6.96
1689,2018-01-07,원더,9.41
1690,2018-01-07,위대한 쇼맨,9.41
1691,2018-01-07,다시 태어나도 우리,9.33
1692,2018-01-07,1987,9.27
1693,2018-01-07,러빙 빈센트,9.18
1694,2018-01-07,내 사랑,9.17
1695,2018-01-07,뽀로로 극장판 공룡섬 대모험,9.16
1696,2018-01-07,히트,9.11
1697,2018-01-07,이터널 선샤인,9.1
1698,2018-01-07,러브레터,9.09
1699,2018-01-07,"안녕, 나의 소울메이트",8.9
1700,2018-01-07,벤자민 버튼의 시간은 거꾸로 간다,8.87
1701,2018-01-07,극장판 포켓몬스터 너로 정했다!,8.86
1702,2018-01-07,그렇게 아버지가 된다,8.82
1703,2018-01-07,"가장 따뜻한 색, 블루",8.81
1704,2018-01-07,너의 이름은.,8.75
1705,2018-01-07,캡틴 판타스틱,8.73
1706,2018-01-07,마미,8.68
1707,2018-01-07,월터의 상상은 현실이 된다,8.66
1708,2018-01-07,몬스터 패밀리,8.63
1709,2018-01-07,라라랜드,8.6
1710,2018-01-07,그녀,8.5
1711,2018-01-07,강철비,8.5
1712,2018-01-07,패터슨,8.32
1713,2018-01-07,오리엔트 특급 살인,8.12
1714,2018-01-07,메소드,8.12
1715,2018-01-07,쥬만지: 새로운 세계,8.08
1716,2018-01-07,세 번째 살인,8.01
1717,2018-01-07,신과함께-죄와 벌,7.99
1718,2018-01-07,블레이드 러너 2049,7.97
1719,2018-01-07,너의 췌장을 먹고 싶어,7.96
1720,2018-01-07,꾼,7.72
1721,2018-01-07,메리와 마녀의 꽃,7.35
1722,2018-01-07,스타워즈: 라스트 제다이,6.96
1723,2018-01-08,원더,9.42
1724,2018-01-08,위대한 쇼맨,9.4
1725,2018-01-08,다시 태어나도 우리,9.33
1726,2018-01-08,1987,9.28
1727,2018-01-08,러빙 빈센트,9.18
1728,2018-01-08,내 사랑,9.17
1729,2018-01-08,뽀로로 극장판 공룡섬 대모험,9.16
1730,2018-01-08,히트,9.11
1731,2018-01-08,이터널 선샤인,9.1
1732,2018-01-08,러브레터,9.09
1733,2018-01-08,번지 점프를 하다,9.01
1734,2018-01-08,"안녕, 나의 소울메이트",8.89
1735,2018-01-08,벤자민 버튼의 시간은 거꾸로 간다,8.87
1736,2018-01-08,페르디난드,8.85
1737,2018-01-08,극장판 포켓몬스터 너로 정했다!,8.84
1738,2018-01-08,그렇게 아버지가 된다,8.82
1739,2018-01-08,"가장 따뜻한 색, 블루",8.81
1740,2018-01-08,너의 이름은.,8.75
1741,2018-01-08,캡틴 판타스틱,8.7
1742,2018-01-08,마미,8.68
1743,2018-01-08,월터의 상상은 현실이 된다,8.66
1744,2018-01-08,몬스터 패밀리,8.62
1745,2018-01-08,라라랜드,8.6
1746,2018-01-08,그녀,8.5
1747,2018-01-08,강철비,8.5
1748,2018-01-08,패터슨,8.3
1749,2018-01-08,오리엔트 특급 살인,8.11
1750,2018-01-08,메소드,8.11
1751,2018-01-08,쥬만지: 새로운 세계,8.03
1752,2018-01-08,세 번째 살인,8.02
1753,2018-01-08,신과함께-죄와 벌,7.98
1754,2018-01-08,너의 췌장을 먹고 싶어,7.96
1755,2018-01-08,블레이드 러너 2049,7.96
1756,2018-01-08,꾼,7.72
1757,2018-01-08,메리와 마녀의 꽃,7.35
1758,2018-01-08,스타워즈: 라스트 제다이,6.96
1759,2018-01-09,위대한 쇼맨,9.4
1760,2018-01-09,원더,9.4
1761,2018-01-09,다시 태어나도 우리,9.33
1762,2018-01-09,1987,9.27
1763,2018-01-09,러빙 빈센트,9.18
1764,2018-01-09,하이큐!! 재능과 센스,9.18
1765,2018-01-09,내 사랑,9.17
1766,2018-01-09,뽀로로 극장판 공룡섬 대모험,9.16
1767,2018-01-09,히트,9.11
1768,2018-01-09,이터널 선샤인,9.1
1769,2018-01-09,러브레터,9.1
1770,2018-01-09,번지 점프를 하다,9.01
1771,2018-01-09,페르디난드,8.91
1772,2018-01-09,벤자민 버튼의 시간은 거꾸로 간다,8.87
1773,2018-01-09,"안녕, 나의 소울메이트",8.87
1774,2018-01-09,극장판 포켓몬스터 너로 정했다!,8.84
1775,2018-01-09,그렇게 아버지가 된다,8.82
1776,2018-01-09,"가장 따뜻한 색, 블루",8.81
1777,2018-01-09,너의 이름은.,8.75
1778,2018-01-09,캡틴 판타스틱,8.7
1779,2018-01-09,마미,8.68
1780,2018-01-09,월터의 상상은 현실이 된다,8.66
1781,2018-01-09,몬스터 패밀리,8.62
1782,2018-01-09,라라랜드,8.6
1783,2018-01-09,그녀,8.5
1784,2018-01-09,강철비,8.5
1785,2018-01-09,윈드 리버,8.41
1786,2018-01-09,패터슨,8.29
1787,2018-01-09,오리엔트 특급 살인,8.11
1788,2018-01-09,메소드,8.11
1789,2018-01-09,세 번째 살인,8.02
1790,2018-01-09,쥬만지: 새로운 세계,8.01
1791,2018-01-09,신과함께-죄와 벌,7.98
1792,2018-01-09,너의 췌장을 먹고 싶어,7.96
1793,2018-01-09,블레이드 러너 2049,7.96
1794,2018-01-09,스타워즈: 라스트 제다이,6.96
1795,2018-01-10,원더,9.41
1796,2018-01-10,위대한 쇼맨,9.4
1797,2018-01-10,다시 태어나도 우리,9.33
1798,2018-01-10,1987,9.28
1799,2018-01-10,러빙 빈센트,9.18
1800,2018-01-10,내 사랑,9.17
1801,2018-01-10,뽀로로 극장판 공룡섬 대모험,9.16
1802,2018-01-10,히트,9.11
1803,2018-01-10,이터널 선샤인,9.1
1804,2018-01-10,러브레터,9.1
1805,2018-01-10,번지 점프를 하다,9.01
1806,2018-01-10,페르디난드,8.91
1807,2018-01-10,"안녕, 나의 소울메이트",8.87
1808,2018-01-10,극장판 포켓몬스터 너로 정했다!,8.84
1809,2018-01-10,"가장 따뜻한 색, 블루",8.81
1810,2018-01-10,너의 이름은.,8.75
1811,2018-01-10,마미,8.68
1812,2018-01-10,월터의 상상은 현실이 된다,8.66
1813,2018-01-10,몬스터 패밀리,8.61
1814,2018-01-10,라라랜드,8.6
1815,2018-01-10,강철비,8.5
1816,2018-01-10,그녀,8.5
1817,2018-01-10,윈드 리버,8.41
1818,2018-01-10,패터슨,8.29
1819,2018-01-10,오리엔트 특급 살인,8.11
1820,2018-01-10,메소드,8.11
1821,2018-01-10,세 번째 살인,8.0
1822,2018-01-10,쥬만지: 새로운 세계,8.0
1823,2018-01-10,신과함께-죄와 벌,7.98
1824,2018-01-10,너의 췌장을 먹고 싶어,7.97
1825,2018-01-10,블레이드 러너 2049,7.96
